3508263986681,4997.316002845764,5005.1164627075195,
3508263986681,4994.211792945862,5003.058314323425,
3508263986681,4995.973110198975,5005.118250846863,
3508263986681,4996.756315231323,5002.233982086182,
3508272053658,4997.638463973999,5004.844069480896,
3508272053658,4989.27116394043,5011.557340621948,
3508272053658,4988.9689683914185,5010.659694671631,
3508272053658,4989.393353462219,5010.114312171936,
3508281561776,4991.400241851807,5008.1199407577515,
3508281561776,4993.190169334412,5013.455748558044,
3508281561776,4985.592365264893,5013.935565948486,
3508281561776,4989.879727363586,5005.7244300842285,
3508288751585,4995.872974395752,5001.979470252991,
3508288751585,5002.700686454773,4994.562864303589,
3508288751585,5007.93993473053,4996.135234832764,
3508288751585,5003.951787948608,4994.760751724243,
3508296179141,5007.476210594177,4991.052746772766,
3508296179141,5010.184645652771,4987.96820640564,
3508296179141,5014.094710350037,4986.557364463806,
3508296179141,5009.2363357543945,4994.979500770569,
3508306104037,5003.921389579773,4994.946718215942,
3508306104037,5009.121298789978,4990.500807762146,
3508306104037,5008.377432823181,4989.556670188904,
3508306104037,5010.691285133362,4989.863038063049,
3508312315982,5006.96063041687,4998.213052749634,
3508312315982,5000.247359275818,5000.855922698975,
3508312315982,4998.534917831421,5002.458691596985,
3508312315982,4996.779561042786,5002.92181968689,
3508322014349,4995.378851890564,5006.24418258667,
3508322014349,4985.635876655579,5016.5218114852905,
3508322014349,4982.391595840454,5013.9957666397095,
3508322014349,4988.592863082886,5011.415481567383,
3508328442997,4989.582300186157,5006.915330886841,
3508328442997,4994.969964027405,5004.214644432068,
3508328442997,4991.20831489563,5008.98003578186,
3508328442997,4992.215633392334,5005.90443611145,
3508353661133,4996.268749237061,5001.916885375977,
3508353661133,5001.527667045593,4997.051358222961,
3508353661133,5003.89039516449,4999.150037765503,
3508353661133,4997.21884727478,5001.803636550903,
3508357949685,5000.883936882019,4993.414282798767,
3508357949685,5007.892847061157,4991.024136543274,
3508357949685,5013.406276702881,4984.798431396484,
3508357949685,5016.310214996338,4986.234903335571,
3508362157488,5009.486079216003,4989.891052246094,
3508362157488,5010.132193565369,4989.945888519287,
3508362157488,5009.667873382568,4990.224838256836,
3508362157488,5010.035037994385,4990.8798933029175,
3508366258664,5006.217956542969,5001.596808433533,
3508366258664,4994.54140663147,5006.842017173767,
3508366258664,4995.6899881362915,5003.794431686401,
3508366258664,4995.235800743103,5004.663467407227,
3508366258664,4997.285008430481,5002.750754356384,
3508379566766,4989.461898803711,5009.0086460113525,
3508379566766,4992.271065711975,5007.646679878235,
3508379566766,4988.293647766113,5014.837384223938,
3508379566766,4985.107183456421,5011.203289031982,
3508387057594,4993.557333946228,5005.161762237549,
3508387057594,4996.7896938323975,4998.407959938049,
3508387057594,5004.609823226929,4993.389844894409,
3508387057594,5005.839467048645,4996.479153633118,
3508396511905,5005.745887756348,4993.181824684143,
3508396511905,5008.942484855652,4989.683032035828,
3508396511905,5011.374950408936,4987.112283706665,
3508396511905,5013.898611068726,4987.392425537109,
3508403112203,5005.437135696411,4995.840787887573,
3508403112203,5004.90665435791,4992.067813873291,
3508403112203,5008.960962295532,4991.84250831604,
3508403112203,5009.492039680481,4989.248514175415,
3508411870669,5009.990334510803,4991.848468780518,
3508411870669,5001.800060272217,4999.77707862854,
3508411870669,4999.104738235474,5001.281499862671,
3508411870669,4998.568296432495,5002.729296684265,
3508419511639,4996.959567070007,5003.889799118042,
3508419511639,4994.412064552307,5011.882781982422,
3508419511639,4984.083771705627,5017.030239105225,
3508419511639,4984.5510721206665,5011.897087097168,
3508429034562,4988.764524459839,5011.634826660156,
3508429034562,4993.177652359009,5005.366206169128,
3508429034562,4995.3460693359375,5007.810592651367,
3508429034562,4990.552067756653,5008.363723754883,
3508443856306,4993.45064163208,5004.020929336548,
3508443856306,4997.760653495789,5000.123381614685,
3508443856306,5002.642273902893,4995.560646057129,
3508443856306,5002.849102020264,5001.571774482727,
3508448091753,4997.972846031189,5000.1513957977295,
3508448091753,5005.6517124176025,4992.563724517822,
3508448091753,5008.602738380432,4988.111853599548,
3508448091753,5014.544129371643,4984.180927276611,
3508452299332,5015.794038772583,4990.22901058197,
3508452299332,5009.366869926453,4989.964962005615,
3508452299332,5010.2221965789795,4990.03529548645,
3508452299332,5009.507536888123,4989.874958992004,
3508465181656,5009.699463844299,4992.292523384094,
3508465181656,5000.460743904114,5003.860592842102,
3508465181656,4994.487762451172,5004.769563674927,
3508465181656,4997.239112854004,5003.95655632019,
3508470051685,4995.231628417969,5002.869367599487,
3508470051685,4997.715950012207,5003.015398979187,
3508470051685,4991.93549156189,5011.0965967178345,
3508470051685,4988.0534410476685,5011.371374130249,
3508477419261,4989.041686058044,5010.814070701599,
3508477419261,4990.894198417664,5007.911920547485,
3508477419261,4992.357492446899,5009.7668170928955,
3508477419261,4985.746145248413,5013.723969459534,
3508486043501,4988.18039894104,5007.219910621643,
3508486043501,4994.744658470154,5003.56137752533,
3508486043501,5000.544786453247,4995.729327201843,
