Time,Id,Channel1,Like,Dislike 
4196.923077,4193.846154,4189.230769,4248.717949,4220,4215.384615,4244.615385,4223.589744,4228.205128,4218.974359,4202.564103,4209.74359,4183.076923,4146.666667
4190.25641,4198.461538,4189.230769,4249.230769,4221.025641,4212.820513,4247.179487,4222.564103,4228.717949,4218.461538,4210.769231,4213.846154,4186.153846,4140
4192.820513,4197.435897,4187.179487,4249.230769,4226.153846,4204.615385,4251.794872,4215.897436,4223.589744,4221.025641,4200.512821,4212.820513,4178.461538,4137.948718
4195.897436,4191.794872,4186.153846,4247.179487,4222.564103,4205.641026,4254.871795,4218.461538,4230.25641,4217.948718,4192.307692,4206.666667,4175.897436,4133.846154
4188.205128,4178.974359,4182.051282,4241.025641,4218.461538,4204.615385,4249.74359,4217.948718,4224.615385,4218.461538,4183.589744,4200.512821,4164.615385,4131.282051
4184.102564,4181.538462,4176.923077,4239.487179,4222.564103,4199.487179,4243.589744,4206.153846,4211.282051,4224.615385,4178.461538,4198.974359,4156.923077,4129.74359
4190.25641,4193.846154,4179.487179,4245.128205,4220.512821,4201.025641,4237.948718,4202.051282,4212.820513,4223.076923,4182.564103,4197.435897,4164.102564,4124.615385
4190.25641,4183.076923,4183.589744,4245.128205,4219.487179,4202.564103,4233.846154,4204.102564,4214.871795,4220,4180.512821,4192.820513,4164.615385,4124.102564
4179.487179,4174.871795,4174.358974,4235.897436,4221.025641,4197.948718,4234.871795,4193.333333,4204.615385,4224.102564,4171.794872,4186.666667,4155.384615,4121.538462
4184.615385,4187.692308,4171.282051,4237.435897,4221.538462,4200,4238.461538,4192.307692,4204.102564,4224.615385,4175.897436,4195.384615,4162.564103,4113.846154
4199.487179,4201.538462,4181.025641,4248.205128,4222.051282,4202.051282,4229.230769,4206.666667,4216.923077,4226.153846,4185.128205,4205.641026,4177.948718,4108.717949
4198.461538,4206.666667,4188.205128,4248.717949,4220.512821,4203.589744,4212.307692,4212.307692,4225.128205,4227.179487,4192.307692,4201.538462,4183.589744,4109.74359
4191.794872,4193.846154,4186.153846,4244.615385,4222.564103,4198.461538,4197.435897,4203.589744,4222.564103,4225.128205,4190.769231,4201.538462,4173.333333,4112.820513
4188.205128,4183.589744,4176.410256,4241.025641,4221.538462,4175.897436,4188.205128,4192.820513,4211.282051,4226.666667,4183.589744,4203.076923,4161.538462,4107.692308
4187.692308,4189.74359,4176.923077,4237.948718,4220,4175.384615,4186.153846,4191.282051,4196.923077,4229.230769,4184.102564,4200,4161.538462,4104.615385
4188.717949,4183.589744,4180.512821,4234.871795,4224.615385,4197.948718,4187.179487,4200.512821,4196.923077,4220.512821,4184.615385,4200.512821,4164.615385,4107.692308
4183.589744,4170.25641,4177.435897,4229.74359,4223.076923,4195.897436,4188.205128,4206.666667,4207.692308,4212.820513,4181.538462,4203.589744,4164.102564,4108.717949
4182.564103,4172.307692,4181.025641,4229.230769,4221.538462,4178.974359,4182.051282,4196.923077,4208.205128,4225.641026,4178.461538,4206.666667,4160.512821,4108.205128
4185.128205,4177.435897,4185.641026,4231.282051,4224.102564,4185.641026,4176.410256,4193.333333,4206.666667,4231.794872,4177.435897,4205.641026,4160,4100
4184.102564,4176.410256,4182.564103,4231.282051,4223.589744,4194.358974,4183.589744,4196.923077,4211.794872,4222.051282,4179.487179,4206.666667,4162.051282,4099.487179
4183.589744,4177.948718,4181.538462,4233.846154,4221.538462,4181.538462,4185.641026,4188.205128,4205.641026,4224.102564,4182.051282,4209.74359,4162.051282,4103.589744
4179.487179,4172.820513,4175.897436,4230.769231,4218.974359,4174.871795,4173.846154,4185.128205,4196.923077,4228.717949,4177.948718,4205.641026,4156.410256,4096.923077
4176.410256,4163.076923,4166.666667,4228.205128,4221.538462,4171.282051,4163.076923,4187.692308,4200,4224.102564,4168.205128,4201.538462,4144.615385,4094.358974
4183.076923,4172.307692,4171.282051,4234.358974,4222.051282,4167.179487,4167.692308,4187.692308,4204.102564,4222.051282,4175.384615,4206.666667,4151.282051,4100.512821
4187.692308,4181.538462,4181.025641,4233.333333,4218.974359,4180.512821,4171.794872,4191.794872,4197.435897,4226.666667,4185.128205,4212.820513,4164.615385,4106.666667
4184.102564,4168.717949,4176.923077,4225.128205,4222.564103,4190.25641,4165.641026,4194.358974,4194.358974,4225.641026,4175.897436,4205.641026,4160.512821,4105.641026
4177.948718,4163.076923,4168.717949,4225.641026,4221.538462,4177.948718,4168.717949,4192.307692,4203.589744,4217.948718,4170.25641,4199.487179,4155.384615,4103.589744
4187.179487,4182.051282,4180.512821,4236.410256,4219.487179,4172.307692,4182.564103,4190.25641,4205.128205,4220,4186.153846,4209.230769,4165.641026,4112.307692
4200,4201.538462,4195.897436,4239.487179,4221.025641,4194.871795,4178.974359,4189.74359,4205.641026,4225.641026,4198.461538,4217.435897,4176.923077,4118.461538
4200,4202.564103,4191.794872,4234.358974,4221.025641,4205.641026,4161.025641,4189.230769,4213.846154,4224.615385,4187.692308,4212.820513,4175.897436,4121.025641
4201.025641,4193.846154,4186.153846,4232.820513,4220,4195.897436,4170.25641,4193.846154,4216.410256,4224.615385,4181.538462,4211.282051,4172.307692,4125.641026
4208.717949,4197.435897,4191.282051,4229.230769,4217.435897,4204.615385,4196.410256,4204.615385,4224.102564,4226.666667,4200,4218.461538,4186.666667,4125.128205
4219.487179,4216.923077,4201.538462,4234.358974,4219.487179,4217.948718,4198.974359,4216.410256,4242.564103,4226.666667,4216.923077,4228.717949,4204.102564,4129.74359
4222.564103,4233.333333,4204.615385,4247.179487,4223.589744,4215.384615,4198.974359,4232.307692,4253.333333,4221.538462,4222.051282,4230.769231,4207.692308,4133.333333
4218.974359,4229.230769,4202.051282,4240.512821,4221.538462,4221.538462,4214.871795,4237.435897,4254.871795,4219.487179,4222.564103,4227.179487,4209.230769,4126.666667
4220.512821,4218.461538,4204.615385,4234.358974,4223.076923,4229.74359,4212.820513,4224.615385,4249.74359,4224.102564,4215.384615,4229.230769,4203.589744,4120.512821
4219.487179,4226.666667,4207.179487,4242.564103,4221.538462,4222.564103,4194.358974,4220,4241.538462,4228.205128,4209.230769,4228.717949,4195.897436,4121.025641
4217.948718,4234.871795,4206.666667,4242.564103,4218.974359,4218.974359,4188.717949,4227.179487,4242.564103,4221.025641,4216.410256,4226.153846,4206.153846,4128.717949
4227.179487,4233.846154,4214.871795,4235.384615,4223.076923,4229.74359,4200.512821,4230.25641,4252.307692,4220,4229.74359,4234.358974,4231.282051,4132.820513
4240.512821,4238.974359,4225.641026,4239.487179,4223.076923,4235.384615,4217.435897,4234.871795,4254.358974,4230.25641,4241.025641,4238.974359,4249.74359,4133.333333
4248.205128,4245.128205,4229.74359,4245.641026,4221.025641,4225.128205,4212.820513,4234.871795,4249.74359,4226.666667,4242.564103,4233.333333,4256.410256,4135.384615
4247.179487,4248.205128,4228.205128,4238.974359,4219.487179,4213.846154,4195.897436,4219.487179,4251.282051,4220,4248.205128,4231.794872,4273.333333,4134.358974
4253.846154,4256.410256,4230.769231,4240,4220,4216.923077,4201.025641,4216.410256,4255.384615,4225.641026,4270.25641,4242.051282,4299.487179,4140
4269.230769,4273.846154,4238.974359,4248.205128,4223.076923,4225.641026,4214.871795,4229.230769,4254.358974,4221.025641,4283.589744,4251.282051,4309.230769,4147.179487
4270.769231,4274.871795,4239.487179,4246.153846,4222.051282,4221.025641,4213.846154,4227.179487,4251.794872,4211.794872,4276.410256,4248.717949,4306.153846,4145.641026
4266.666667,4256.923077,4235.897436,4243.076923,4222.564103,4209.230769,4204.615385,4218.974359,4244.102564,4220.512821,4269.74359,4244.615385,4306.666667,4147.179487
4272.307692,4264.102564,4235.384615,4245.128205,4222.564103,4216.410256,4206.666667,4228.205128,4245.641026,4226.666667,4279.487179,4247.179487,4316.923077,4153.333333
4282.564103,4287.179487,4243.589744,4249.74359,4223.076923,4229.230769,4212.307692,4237.435897,4261.025641,4220.512821,4294.358974,4256.923077,4329.230769,4160
4283.076923,4282.564103,4251.282051,4249.230769,4226.153846,4224.615385,4213.846154,4229.74359,4263.076923,4224.102564,4299.487179,4261.025641,4333.333333,4159.487179
4274.871795,4275.384615,4248.205128,4245.128205,4221.538462,4212.820513,4211.282051,4226.666667,4256.923077,4229.230769,4299.487179,4257.948718,4330.769231,4150.25641
4274.358974,4285.128205,4245.641026,4247.179487,4221.538462,4211.282051,4207.692308,4232.820513,4257.435897,4224.102564,4297.435897,4261.025641,4324.615385,4149.74359
4272.820513,4276.410256,4244.102564,4239.487179,4225.641026,4219.487179,4214.871795,4236.923077,4256.923077,4224.102564,4293.333333,4260.512821,4316.410256,4152.820513
4266.666667,4261.025641,4244.102564,4233.333333,4223.076923,4219.487179,4222.564103,4235.384615,4256.923077,4230.25641,4290.769231,4259.487179,4308.717949,4155.897436
4267.179487,4270.769231,4245.128205,4244.102564,4222.564103,4210.25641,4213.333333,4228.717949,4253.846154,4221.538462,4284.615385,4261.538462,4300,4161.538462
4268.717949,4277.435897,4240.512821,4244.615385,4221.538462,4209.74359,4202.051282,4221.025641,4245.128205,4213.846154,4277.948718,4254.871795,4291.794872,4161.025641
4267.692308,4262.564103,4238.974359,4235.897436,4221.538462,4215.384615,4200.512821,4212.820513,4238.974359,4222.051282,4273.846154,4251.282051,4284.615385,4160
4258.461538,4251.794872,4234.358974,4234.871795,4222.051282,4208.205128,4195.897436,4205.128205,4230.769231,4218.974359,4267.692308,4253.846154,4278.461538,4158.974359
4245.641026,4248.717949,4223.589744,4232.820513,4220,4197.435897,4181.538462,4198.974359,4217.948718,4217.435897,4258.461538,4248.717949,4271.794872,4162.051282
4244.102564,4244.102564,4223.076923,4231.794872,4221.538462,4197.435897,4179.487179,4197.435897,4220,4230.769231,4254.871795,4242.051282,4263.076923,4164.102564
