Unix Time Code,Time/Date,Channel 1,Latitude,Longitude,Device,OS,Hardware,Firmware,MAC Address,Name
1948,2019-08-14 16:37:13,4196.923077,22.67214458,22.67214458,,,,,,
1951,2019-08-14 16:37:13,4190.25641,22.67214458,22.67214458,,,,,,
1952,2019-08-14 16:37:13,4192.820513,22.67214458,22.67214458,,,,,,
1954,2019-08-14 16:37:13,4195.897436,22.67214458,22.67214458,,,,,,
1955,2019-08-14 16:37:13,4188.205128,22.67214458,22.67214458,,,,,,
1957,2019-08-14 16:37:13,4184.102564,22.67214458,22.67214458,,,,,,
1958,2019-08-14 16:37:13,4190.25641,22.67214458,22.67214458,,,,,,
1959,2019-08-14 16:37:13,4190.25641,22.67214458,22.67214458,,,,,,
1961,2019-08-14 16:37:13,4179.487179,22.67214458,22.67214458,,,,,,
1962,2019-08-14 16:37:13,4184.615385,22.67214458,22.67214458,,,,,,
1964,2019-08-14 16:37:13,4199.487179,22.67214458,22.67214458,,,,,,
1965,2019-08-14 16:37:13,4198.461538,22.67214458,22.67214458,,,,,,
1967,2019-08-14 16:37:13,4191.794872,22.67214458,22.67214458,,,,,,
1968,2019-08-14 16:37:13,4188.205128,22.67214458,22.67214458,,,,,,
1970,2019-08-14 16:37:13,4187.692308,22.67214458,22.67214458,,,,,,
1971,2019-08-14 16:37:13,4188.717949,22.67214458,22.67214458,,,,,,
1972,2019-08-14 16:37:13,4183.589744,22.67214458,22.67214458,,,,,,
1974,2019-08-14 16:37:13,4182.564103,22.67214458,22.67214458,,,,,,
1975,2019-08-14 16:37:13,4185.128205,22.67214458,22.67214458,,,,,,
1976,2019-08-14 16:37:13,4184.102564,22.67214458,22.67214458,,,,,,
1978,2019-08-14 16:37:13,4183.589744,22.67214458,22.67214458,,,,,,
1979,2019-08-14 16:37:13,4179.487179,22.67214458,22.67214458,,,,,,
1980,2019-08-14 16:37:13,4176.410256,22.67214458,22.67214458,,,,,,
1981,2019-08-14 16:37:13,4183.076923,22.67214458,22.67214458,,,,,,
1982,2019-08-14 16:37:13,4187.692308,22.67214458,22.67214458,,,,,,
1983,2019-08-14 16:37:13,4184.102564,22.67214458,22.67214458,,,,,,
1984,2019-08-14 16:37:13,4177.948718,22.67214458,22.67214458,,,,,,
1986,2019-08-14 16:37:13,4187.179487,22.67214458,22.67214458,,,,,,
1987,2019-08-14 16:37:13,4200,22.67214458,22.67214458,,,,,,
1988,2019-08-14 16:37:13,4200,22.67214458,22.67214458,,,,,,
1989,2019-08-14 16:37:13,4201.025641,22.67214458,22.67214458,,,,,,
1990,2019-08-14 16:37:13,4208.717949,22.67214458,22.67214458,,,,,,
1991,2019-08-14 16:37:13,4219.487179,22.67214458,22.67214458,,,,,,
1992,2019-08-14 16:37:13,4222.564103,22.67214458,22.67214458,,,,,,
1993,2019-08-14 16:37:13,4218.974359,22.67214458,22.67214458,,,,,,
1994,2019-08-14 16:37:13,4220.512821,22.67214458,22.67214458,,,,,,
1995,2019-08-14 16:37:13,4219.487179,22.67214458,22.67214458,,,,,,
1997,2019-08-14 16:37:13,4217.948718,22.67214458,22.67214458,,,,,,
1998,2019-08-14 16:37:13,4227.179487,22.67214458,22.67214458,,,,,,
1999,2019-08-14 16:37:13,4240.512821,22.67214458,22.67214458,,,,,,
2000,2019-08-14 16:37:13,4248.205128,22.67214458,22.67214458,,,,,,
2001,2019-08-14 16:37:13,4247.179487,22.67214458,22.67214458,,,,,,
2002,2019-08-14 16:37:13,4253.846154,22.67214458,22.67214458,,,,,,
2004,2019-08-14 16:37:13,4269.230769,22.67214458,22.67214458,,,,,,
2005,2019-08-14 16:37:13,4270.769231,22.67214458,22.67214458,,,,,,
2005,2019-08-14 16:37:13,4266.666667,22.67214458,22.67214458,,,,,,
2006,2019-08-14 16:37:13,4272.307692,22.67214458,22.67214458,,,,,,
2007,2019-08-14 16:37:13,4282.564103,22.67214458,22.67214458,,,,,,
2007,2019-08-14 16:37:13,4283.076923,22.67214458,22.67214458,,,,,,
2008,2019-08-14 16:37:13,4274.871795,22.67214458,22.67214458,,,,,,
2009,2019-08-14 16:37:13,4274.358974,22.67214458,22.67214458,,,,,,
2009,2019-08-14 16:37:13,4272.820513,22.67214458,22.67214458,,,,,,
2010,2019-08-14 16:37:13,4266.666667,22.67214458,22.67214458,,,,,,
2011,2019-08-14 16:37:13,4267.179487,22.67214458,22.67214458,,,,,,
2011,2019-08-14 16:37:13,4268.717949,22.67214458,22.67214458,,,,,,
2012,2019-08-14 16:37:13,4267.692308,22.67214458,22.67214458,,,,,,
2013,2019-08-14 16:37:13,4258.461538,22.67214458,22.67214458,,,,,,
2014,2019-08-14 16:37:13,4245.641026,22.67214458,22.67214458,,,,,,
2014,2019-08-14 16:37:13,4244.102564,22.67214458,22.67214458,,,,,,
2015,2019-08-14 16:37:13,4238.99,22.67214458,22.67214458,,,,,,
2015,2019-08-14 16:37:13,4228.205128,22.67214458,22.67214458,,,,,,
2016,2019-08-14 16:37:13,4228.717949,22.67214458,22.67214458,,,,,,
2017,2019-08-14 16:37:13,4237.435897,22.67214458,22.67214458,,,,,,
2018,2019-08-14 16:37:13,4242.051282,22.67214458,22.67214458,,,,,,
2019,2019-08-14 16:37:13,4236.410256,22.67214458,22.67214458,,,,,,
2020,2019-08-14 16:37:13,4233.333333,22.67214458,22.67214458,,,,,,
2021,2019-08-14 16:37:13,4232.820513,22.67214458,22.67214458,,,,,,
2022,2019-08-14 16:37:13,4228.717949,22.67214458,22.67214458,,,,,,
2023,2019-08-14 16:37:13,4230.769231,22.67214458,22.67214458,,,,,,
2024,2019-08-14 16:37:13,4232.307692,22.67214458,22.67214458,,,,,,
2024,2019-08-14 16:37:13,4229.230769,22.67214458,22.67214458,,,,,,
2025,2019-08-14 16:37:13,4227.692308,22.67214458,22.67214458,,,,,,
2026,2019-08-14 16:37:13,4230.25641,22.67214458,22.67214458,,,,,,
2027,2019-08-14 16:37:13,4236.410256,22.67214458,22.67214458,,,,,,
2027,2019-08-14 16:37:13,4235.897436,22.67214458,22.67214458,,,,,,
2028,2019-08-14 16:37:13,4233.333333,22.67214458,22.67214458,,,,,,
2029,2019-08-14 16:37:13,4237.948718,22.67214458,22.67214458,,,,,,
2029,2019-08-14 16:37:13,4241.538462,22.67214458,22.67214458,,,,,,
2030,2019-08-14 16:37:13,4244.102564,22.67214458,22.67214458,,,,,,
2031,2019-08-14 16:37:13,4244.615385,22.67214458,22.67214458,,,,,,
2031,2019-08-14 16:37:13,4238.974359,22.67214458,22.67214458,,,,,,
2032,2019-08-14 16:37:13,4233.333333,22.67214458,22.67214458,,,,,,
2033,2019-08-14 16:37:13,4226.153846,22.67214458,22.67214458,,,,,,
2033,2019-08-14 16:37:13,4224.102564,22.67214458,22.67214458,,,,,,
2034,2019-08-14 16:37:13,4226.153846,22.67214458,22.67214458,,,,,,
2035,2019-08-14 16:37:13,4224.102564,22.67214458,22.67214458,,,,,,
2036,2019-08-14 16:37:13,4225.128205,22.67214458,22.67214458,,,,,,
2037,2019-08-14 16:37:13,4227.179487,22.67214458,22.67214458,,,,,,
2038,2019-08-14 16:37:13,4229.230769,22.67214458,22.67214458,,,,,,
2039,2019-08-14 16:37:13,4233.846154,22.67214458,22.67214458,,,,,,
2040,2019-08-14 16:37:13,4236.410256,22.67214458,22.67214458,,,,,,
2041,2019-08-14 16:37:13,4238.974359,22.67214458,22.67214458,,,,,,
2041,2019-08-14 16:37:13,4241.025641,22.67214458,22.67214458,,,,,,
2042,2019-08-14 16:37:13,4251.282051,22.67214458,22.67214458,,,,,,
2043,2019-08-14 16:37:13,4256.923077,22.67214458,22.67214458,,,,,,
2044,2019-08-14 16:37:13,4243.589744,22.67214458,22.67214458,,,,,,
2045,2019-08-14 16:37:13,4238.461538,22.67214458,22.67214458,,,,,,
2045,2019-08-14 16:37:13,4238.461538,22.67214458,22.67214458,,,,,,
2046,2019-08-14 16:37:13,4231.282051,22.67214458,22.67214458,,,,,,
2047,2019-08-14 16:37:13,4234.871795,22.67214458,22.67214458,,,,,,
2047,2019-08-14 16:37:13,4250.25641,22.67214458,22.67214458,,,,,,
2048,2019-08-14 16:37:13,4258.461538,22.67214458,22.67214458,,,,,,
2049,2019-08-14 16:37:13,4257.435897,22.67214458,22.67214458,,,,,,
2049,2019-08-14 16:37:13,4258.974359,22.67214458,22.67214458,,,,,,
2050,2019-08-14 16:37:13,4262.051282,22.67214458,22.67214458,,,,,,
2051,2019-08-14 16:37:13,4261.025641,22.67214458,22.67214458,,,,,,
2051,2019-08-14 16:37:13,4263.589744,22.67214458,22.67214458,,,,,,
2052,2019-08-14 16:37:13,4266.666667,22.67214458,22.67214458,,,,,,
2053,2019-08-14 16:37:13,4266.153846,22.67214458,22.67214458,,,,,,
2053,2019-08-14 16:37:13,4266.666667,22.67214458,22.67214458,,,,,,
2054,2019-08-14 16:37:13,4262.051282,22.67214458,22.67214458,,,,,,
2054,2019-08-14 16:37:13,4258.974359,22.67214458,22.67214458,,,,,,
2055,2019-08-14 16:37:13,4264.615385,22.67214458,22.67214458,,,,,,
2056,2019-08-14 16:37:13,4272.820513,22.67214458,22.67214458,,,,,,
2056,2019-08-14 16:37:13,4266.153846,22.67214458,22.67214458,,,,,,
2057,2019-08-14 16:37:13,4249.230769,22.67214458,22.67214458,,,,,,
2058,2019-08-14 16:37:13,4257.435897,22.67214458,22.67214458,,,,,,
2058,2019-08-14 16:37:13,4272.307692,22.67214458,22.67214458,,,,,,
2059,2019-08-14 16:37:13,4260,22.67214458,22.67214458,,,,,,
2059,2019-08-14 16:37:13,4247.692308,22.67214458,22.67214458,,,,,,
2060,2019-08-14 16:37:13,4249.230769,22.67214458,22.67214458,,,,,,
2061,2019-08-14 16:37:13,4258.974359,22.67214458,22.67214458,,,,,,
2061,2019-08-14 16:37:13,4267.692308,22.67214458,22.67214458,,,,,,
2062,2019-08-14 16:37:13,4268.205128,22.67214458,22.67214458,,,,,,
2063,2019-08-14 16:37:13,4267.179487,22.67214458,22.67214458,,,,,,
2063,2019-08-14 16:37:13,4262.051282,22.67214458,22.67214458,,,,,,
2064,2019-08-14 16:37:13,4255.897436,22.67214458,22.67214458,,,,,,
2065,2019-08-14 16:37:13,4256.923077,22.67214458,22.67214458,,,,,,
